soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep
2015,2,239,893762442,239,39,47,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,280,DEKAR,93,26040
2015,2,239,893762442,239,39,47,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,20,METER,280,5600
2015,2,239,893762442,239,39,47,0,Friluftsliv og tilgjengelighet,Vedlikehold av ferdselsårer i jordbrukslandskapet,Lav tilrettelegging,5,METER,400,2000
2015,2,239,893762442,239,39,47,0,Avrenning til vassdrag og kyst,Fangvekster sådd sammen med vekster,Fangvekster sådd sammen med vekster,110,DEKAR,15,1650
2015,19,1926,969718863,1926,9,6,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,70,DYREENHETER,117,8190
2015,12,1235,985259887,1235,329,1,0,Kulturlandskap,Beite i utmark,Hest/storfe,70,ANTALL_DYR,61,4270
2015,12,1235,985259887,1235,329,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,2,2000
2015,12,1235,985259887,1235,329,1,0,Utslipp til luft,Nedlegging og nedfelling,Voksende kultur,90,DEKAR,133,11970
2015,12,1235,985259887,1235,329,1,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,60,DEKAR,132,7920
2015,16,1624,987125152,1624,56,23,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,16,1624,987125152,1624,56,23,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,70,DEKAR,81,5670
2015,16,1653,981580540,1653,208,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,16,1653,981580540,1653,208,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,70,DEKAR,148,10360
2015,16,1653,981580540,1653,208,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,70,DEKAR,187,13090
2015,4,415,980372014,415,81,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,4,415,980372014,415,81,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,42,DEKAR,38,1596
2015,4,415,980372014,415,81,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,89,DEKAR,10,890
2015,4,415,980372014,415,81,2,0,Utslipp til luft,Spredning med rask nedmolding,Spredning med rask nedmolding,50,DEKAR,48,2400
2015,10,1029,976251563,1029,155,2,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,109,DEKAR,10,1090
2015,19,1933,970332006,1933,46,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Veikanter,1000,DEKAR,9,9000
2015,19,1933,970332006,1933,46,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,70,DYREENHETER,250,10500
2015,19,1933,970332006,1933,46,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,50,DYREENHETER,50,2500
2015,19,1933,970332006,1933,46,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,200,DEKAR,71,"5333,333333"
2015,19,1933,970332006,1933,46,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,200,DEKAR,20,"2666,666667"
2015,19,1933,970332006,1933,46,1,0,Friluftsliv og tilgjengelighet,Vedlikehold av ferdselsårer i jordbrukslandskapet,Lav tilrettelegging,5,METER,3774,10000
2015,19,1933,970332006,1933,46,1,0,Utslipp til luft,Spredning med rask nedmolding,Spredning med rask nedmolding,70,DEKAR,30,2100
2015,16,1634,969221594,1634,231,4,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,200,DEKAR,312,62400
2015,16,1634,969221594,1634,231,4,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,440,DEKAR,15,6600
2015,5,502,987648503,502,150,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,92,DEKAR,36,3312
2015,5,502,987648503,502,150,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,92,DEKAR,14,1288
2015,5,502,987648503,502,150,1,0,Kulturlandskap,Beite i utmark,Hest/storfe,585,ANTALL_DYR,0,0
2015,12,1235,969139790,1235,4,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,225,DEKAR,15,3375
2015,12,1235,969139790,1235,4,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,460,DEKAR,7,3220
2015,12,1235,969139790,1235,4,1,0,Kulturlandskap,Beite i utmark,Sau/geit,45,ANTALL_DYR,145,6525
2015,12,1235,969139790,1235,4,1,0,Kulturmiljøer og kulturminner,Skjøtsel av viktige kulturhistoriske områder,Skjøtsel av viktige kulturhistoriske områder,2500,DEKAR,1,2500
2015,15,1524,969440504,1524,13,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,54,DEKAR,175,9450
2015,14,1449,970122281,1449,153,4,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,160,DYREENHETER,4,640
2015,14,1449,970122281,1449,153,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,261,DEKAR,6,1566
2015,14,1449,970122281,1449,153,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,393,DEKAR,1,393
2015,14,1449,970122281,1449,153,4,0,Kulturlandskap,Skjøtsel av bratt areal,Ikke klassifisert,0,DEKAR,0,0
2015,14,1449,970122281,1449,153,4,0,Kulturlandskap,Beite i utmark,Sau/geit,50,ANTALL_DYR,0,0
2015,17,1751,988388882,1751,25,6,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,17,1751,988388882,1751,25,6,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,63,DEKAR,199,12537
2015,19,1933,984029365,1933,103,2,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Veikanter,1000,DEKAR,7,7000
2015,19,1933,984029365,1933,103,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,70,DYREENHETER,210,10500
2015,19,1933,984029365,1933,103,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,150,DEKAR,210,5850
2015,19,1933,984029365,1933,103,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,200,DEKAR,33,6600
2015,19,1933,984029365,1933,103,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,200,DEKAR,1,200
2015,19,1933,984029365,1933,103,2,0,Kulturmiljøer og kulturminner,Hesjing,Hesjing,600,DEKAR,8,4800
2015,19,1933,984029365,1933,103,2,0,Utslipp til luft,Spredning med rask nedmolding,Spredning med rask nedmolding,70,DEKAR,57,3990
2015,16,1665,869523682,1665,177,10,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,440,DEKAR,5,2200
2015,6,605,984758642,605,256,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,6,605,984758642,605,256,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,60,DEKAR,140,8400
2015,6,605,984758642,605,256,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,180,DEKAR,58,10440
2015,6,605,984758642,605,256,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,250,DEKAR,80,20000
2015,17,1721,970162518,1721,82,10,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,179,DEKAR,141,25239
2015,12,1241,874352462,1241,36,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,100,DYREENHETER,0,0
2015,12,1241,874352462,1241,36,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,225,DEKAR,34,7650
2015,12,1241,874352462,1241,36,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,460,DEKAR,4,1840
2015,12,1241,874352462,1241,36,2,0,Kulturlandskap,Beite i utmark,Hest/storfe,70,ANTALL_DYR,0,0
2015,17,1721,996487598,1721,245,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,17,1721,996487598,1721,245,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,0,DEKAR,0,0
2015,17,1721,996487598,1721,245,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,73,DEKAR,51,3723
2015,17,1702,981960475,1702,102,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,17,1702,981960475,1702,102,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,63,DEKAR,24,1512
2015,17,1702,981960475,1702,102,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,120,DEKAR,8,960
2015,16,1663,969221764,1663,8,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,16,1663,969221764,1663,8,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,70,DEKAR,7,490
2015,16,1663,969221764,1663,8,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,70,DEKAR,82,5740
2015,16,1663,969221764,1663,8,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,125,DEKAR,71,8875
2015,12,1211,987033002,1211,20,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Beite,1000,DEKAR,8,5000
2015,10,1004,971192135,1004,200,21,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,163,DEKAR,415,10595
2015,6,619,979600356,619,19,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Fjellområde,60,DEKAR,165,9900
2015,6,619,979600356,619,19,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,20,DEKAR,505,720
2015,6,619,979600356,619,19,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Fjellområde,30,DEKAR,505,6150
2015,6,619,979600356,619,19,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,165,DEKAR,21,3465
2015,11,1121,984010400,1121,9,7,0,Utslipp til luft,Nedlegging og nedfelling,Voksende kultur,80,DEKAR,164,13120
2015,11,1121,984010400,1121,9,7,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,50,DEKAR,164,8200
2015,14,1426,971200855,1426,56,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,261,DEKAR,24,6264
2015,14,1426,971200855,1426,56,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,393,DEKAR,23,9039
2015,14,1426,971200855,1426,56,1,0,Kulturlandskap,Beite i utmark,Hest/storfe,100,ANTALL_DYR,0,0
2015,16,1657,970386785,1657,90,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,16,1657,970386785,1657,90,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,70,DEKAR,0,0
2015,16,1657,970386785,1657,90,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,70,DEKAR,0,0
2015,16,1657,970386785,1657,90,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,125,DEKAR,106,13250
2015,16,1657,970386785,1657,90,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,155,DEKAR,74,11470
2015,11,1122,969807467,1122,10,11,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,55,DEKAR,123,6765
2015,11,1122,969807467,1122,10,11,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,57,DEKAR,67,3819
2015,11,1122,969807467,1122,10,11,0,Kulturlandskap,Beite i utmark,Sau/geit,80,ANTALL_DYR,0,0
2015,11,1122,969807467,1122,10,11,0,Friluftsliv og tilgjengelighet,Vedlikehold av ferdselsårer i jordbrukslandskapet,Lav tilrettelegging,4,METER,835,3340
2015,11,1122,969807467,1122,10,11,0,Avrenning til vassdrag og kyst,Ugjødsla randsone i eng,Ugjødsla randsone i eng,7,METER,616,4312
2015,5,511,969112221,511,51,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,92,DEKAR,29,2668
2015,5,511,969112221,511,51,1,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,170,DEKAR,26,4420
2015,16,1635,989947796,1635,163,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,260,DEKAR,76,19760
2015,16,1635,989947796,1635,163,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,260,DEKAR,17,4420
2015,9,937,969213958,937,53,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,85,DYREENHETER,65,5525
2015,9,937,969213958,937,53,1,0,Kulturlandskap,Beite i utmark,Sau/geit,85,ANTALL_DYR,0,0
2015,12,1251,879515572,1251,65,2,0,Kulturlandskap,Beite i utmark,Sau/geit,45,ANTALL_DYR,40,1800
2015,12,1251,879515572,1251,65,2,0,Kulturlandskap,Beite i utmark,Hest/storfe,70,ANTALL_DYR,71,4970
2015,12,1251,879515572,1251,65,2,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,7,METER,136,952
2015,12,1251,879515572,1251,65,2,0,Utslipp til luft,Nedlegging og nedfelling,Voksende kultur,90,DEKAR,306,21000
2015,12,1251,879515572,1251,65,2,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,60,DEKAR,306,14000
2015,18,1822,969339870,1822,46,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,835,3173
2015,18,1822,969339870,1822,46,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"23,5",DEKAR,177,"4159,5"
2015,14,1430,969289407,1430,90,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,261,DEKAR,6,1566
2015,14,1430,969289407,1430,90,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,393,DEKAR,3,1179
2015,6,612,974888734,612,203,3,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,40,DYREENHETER,5,200
2015,6,612,974888734,612,203,3,0,Utslipp til luft,Spredning med rask nedmolding,Spredning med rask nedmolding,50,DEKAR,52,2600
2015,17,1721,991441522,1721,18,1,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Høyt beitetrykk,450,DEKAR,0,0
2015,17,1721,991441522,1721,18,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,17,1721,991441522,1721,18,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,73,DEKAR,176,12848
2015,17,1721,991441522,1721,18,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,150,DEKAR,19,2850
2015,4,425,969247976,425,78,18,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,4,425,969247976,425,78,18,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,42,DEKAR,2,84
2015,4,425,969247976,425,78,18,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,89,DEKAR,27,2403
2015,14,1426,969830647,1426,134,10,0,Kulturlandskap,Beite i utmark,Hest/storfe,100,ANTALL_DYR,20,2000
2015,14,1426,969830647,1426,134,10,0,Biologisk mangfold,Slått av biologisk verdifulle arealer,Slått av biologisk verdifulle arealer,580,DEKAR,5,2900
2015,14,1426,969830647,1426,134,10,0,Kulturmiljøer og kulturminner,Drift av enkeltseter med melkeproduksjon,8 uker eller mer,30000,ANTALL,1,30000
2015,14,1426,969830647,1426,134,10,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,9,METER,481,4329
2015,14,1432,975985563,1432,49,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,261,DEKAR,49,12789
2015,14,1432,975985563,1432,49,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,393,DEKAR,6,2358
2015,14,1432,975985563,1432,49,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,9,METER,323,2907
2015,5,502,987664800,502,12,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,92,DEKAR,81,7452
2015,5,502,987664800,502,12,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2015,5,502,987664800,502,12,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,64,DEKAR,122,7808
