bel_lagnr,navn,beiteaar,beitekommune,beiteslipp,hovedsanking,sau_lam_sluppet,sau_lam_tapt,geit_sluppet,geit_tapt,storfe_sluppet,storfe_tapt
983037305,HOVET BJØRGUM SANKELAG,2012,940,01.06.2012,08.09.2012,1089,35,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2011,940,01.06.2011,03.09.2011,1190,93,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2007,940,01.06.2007,08.09.2007,1479,52,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2009,940,31.05.2009,05.09.2009,1304,57,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2010,940,31.05.2010,05.09.2010,1208,56,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2008,940,01.06.2008,06.09.2008,1409,55,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2004,940,03.06.2004,04.09.2004,1156,32,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2006,940,31.05.2006,09.09.2006,1458,55,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2005,940,03.06.2005,03.09.2005,1332,59,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2002,940,31.05.2002,10.09.2002,891,39,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2001,940,05.06.2001,22.09.2001,961,25,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2000,940,18.05.2000,23.09.2000,1011,31,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,1999,940,05.06.1999,20.09.1999,883,42,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,2003,940,05.06.2003,06.09.2003,956,42,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,1998,940,,,780,41,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,1997,940,,,733,20,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,1996,940,,,767,40,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,1995,940,,,628,16,7,1,0,0
983037305,HOVET BJØRGUM SANKELAG,1994,940,,,734,15,0,0,0,0
983037305,HOVET BJØRGUM SANKELAG,1993,940,,,763,20,5,1,0,0
983037305,HOVET BJØRGUM SANKELAG,1992,940,,,749,29,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2011,1634,09.06.2011,10.09.2011,3887,234,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2012,1634,13.06.2012,08.09.2012,3887,216,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2008,1634,01.06.2008,20.09.2008,3527,242,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2007,1634,01.06.2007,20.09.2007,3882,262,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2010,1634,10.06.2010,19.09.2010,3686,278,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2009,1634,01.06.2009,20.09.2009,3659,196,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2005,1634,10.06.2005,17.09.2005,4012,277,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2006,1634,01.06.2006,20.09.2006,4477,391,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2003,1634,10.06.2003,20.09.2003,4599,356,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2002,1634,10.06.2002,21.09.2002,4193,137,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2001,1634,10.06.2001,22.09.2001,4203,205,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2000,1634,10.06.2000,20.09.2000,4061,363,0,0,0,0
975733939,NORDSKOGEN SANKELAG,1999,1634,10.06.1999,20.09.1999,3766,261,0,0,0,0
975733939,NORDSKOGEN SANKELAG,1998,1634,,,3863,230,0,0,0,0
975733939,NORDSKOGEN SANKELAG,1997,1634,,,4032,335,0,0,0,0
975733939,NORDSKOGEN SANKELAG,1996,1634,,,4372,253,0,0,0,0
975733939,NORDSKOGEN SANKELAG,1995,1634,,,4410,81,0,0,0,0
975733939,NORDSKOGEN SANKELAG,1994,1634,,,4489,106,0,0,0,0
975733939,NORDSKOGEN SANKELAG,1993,1634,,,4600,98,0,0,0,0
975733939,NORDSKOGEN SANKELAG,1992,1634,,,4681,94,0,0,0,0
975733939,NORDSKOGEN SANKELAG,2004,1634,01.06.2004,20.09.2004,4586,273,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2012,1431,05.06.2010,10.09.2010,0,0,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2008,1431,15.06.2008,10.09.2008,667,41,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2010,1431,05.06.2010,10.09.2010,655,38,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2009,1431,05.06.2009,10.09.2009,683,46,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2005,1431,10.06.2005,10.09.2005,995,42,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2004,1431,10.06.2004,10.09.2004,1078,92,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2003,1431,10.06.2003,15.09.2003,1054,60,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2002,1431,01.06.2002,09.09.2002,1009,85,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2001,1431,05.06.2001,14.09.2001,989,88,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2000,1431,14.06.2000,17.09.2000,859,21,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,1999,1431,,,840,43,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,1998,1431,,,801,45,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,1997,1431,,,855,46,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,1996,1431,,,859,58,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,1995,1431,,,841,28,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,1994,1431,,,936,37,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,1993,1431,,,975,28,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,1992,1431,,,1090,38,0,0,0,0
875412442,KLAKEGG OG STARD.SANKELAG,2006,1431,10.06.2006,10.09.2006,889,29,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2012,538,02.06.2012,03.09.2012,439,17,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2007,538,25.05.2007,01.09.2007,328,9,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2008,538,02.06.2008,28.08.2008,361,18,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2011,538,01.06.2011,02.09.2011,482,27,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2010,538,05.06.2010,01.09.2010,373,18,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2009,538,29.05.2009,20.08.2009,334,24,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2005,538,06.06.2005,25.08.2005,385,9,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2006,538,02.06.2006,25.08.2006,363,8,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2004,538,01.06.2004,25.08.2004,435,10,0,0,0,0
986265953,ØVERBYGDA SANKELAG,1997,538,,,1048,43,0,0,0,0
986265953,ØVERBYGDA SANKELAG,1996,538,,,1060,61,0,0,0,0
986265953,ØVERBYGDA SANKELAG,1995,538,,,930,38,0,0,0,0
986265953,ØVERBYGDA SANKELAG,1994,538,,,873,46,0,0,0,0
986265953,ØVERBYGDA SANKELAG,1993,538,,,668,18,0,0,0,0
986265953,ØVERBYGDA SANKELAG,1992,538,,,727,30,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2002,538,05.06.2002,04.09.2002,628,12,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2001,538,06.06.2001,01.09.2001,666,16,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2003,538,01.06.2003,01.09.2003,496,20,0,0,0,0
986265953,ØVERBYGDA SANKELAG,2000,538,25.05.2000,03.09.2000,639,20,0,0,0,0
986265953,ØVERBYGDA SANKELAG,1999,538,01.06.1999,01.09.1999,814,25,0,0,0,0
986265953,ØVERBYGDA SANKELAG,1998,538,,,948,26,0,0,0,0
886195842,DAL OG GRANVANG SAUSANKELAG,2012,538,10.06.2012,10.09.2012,1449,39,21,1,146,0
886195842,DAL OG GRANVANG SAUSANKELAG,2007,538,10.06.2007,10.09.2007,1480,54,14,0,195,0
886195842,DAL OG GRANVANG SAUSANKELAG,2008,538,10.06.2008,08.09.2008,1452,67,13,1,195,3
886195842,DAL OG GRANVANG SAUSANKELAG,2011,538,01.06.2011,05.09.2011,1615,68,11,0,187,1
886195842,DAL OG GRANVANG SAUSANKELAG,2010,538,10.06.2010,10.09.2010,1361,63,10,0,166,1
886195842,DAL OG GRANVANG SAUSANKELAG,2009,538,06.06.2009,01.09.2009,1407,65,11,0,145,0
886195842,DAL OG GRANVANG SAUSANKELAG,2005,538,10.06.2005,01.09.2005,1752,76,9,0,147,0
886195842,DAL OG GRANVANG SAUSANKELAG,2006,538,10.06.2006,01.09.2006,1617,45,11,0,161,0
886195842,DAL OG GRANVANG SAUSANKELAG,2004,538,10.06.2004,08.09.2004,1679,65,7,0,58,0
886195842,DAL OG GRANVANG SAUSANKELAG,2002,538,05.06.2002,05.09.2002,2058,64,0,0,36,0
886195842,DAL OG GRANVANG SAUSANKELAG,2001,538,12.06.2001,12.09.2001,1938,73,0,0,40,1
886195842,DAL OG GRANVANG SAUSANKELAG,2000,538,25.05.2000,10.09.2000,2047,93,0,0,40,0
886195842,DAL OG GRANVANG SAUSANKELAG,2003,538,05.06.2003,05.09.2003,1696,58,0,0,43,1
886195842,DAL OG GRANVANG SAUSANKELAG,1999,538,10.06.1999,10.09.1999,2002,81,0,0,37,0
886195842,DAL OG GRANVANG SAUSANKELAG,1998,538,,,2132,104,0,0,0,0
886195842,DAL OG GRANVANG SAUSANKELAG,1997,538,,,2238,130,0,0,0,0
886195842,DAL OG GRANVANG SAUSANKELAG,1996,538,,,2238,108,0,0,0,0
886195842,DAL OG GRANVANG SAUSANKELAG,1995,538,,,2230,95,0,0,0,0
886195842,DAL OG GRANVANG SAUSANKELAG,1994,538,,,1854,58,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2012,516,24.06.2012,04.09.2012,862,8,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2008,516,19.06.2008,12.09.2008,686,21,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2007,516,16.06.2007,08.09.2007,579,10,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2011,516,20.06.2011,03.09.2011,1039,66,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2010,516,20.06.2010,11.09.2010,803,16,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2009,516,22.06.2009,05.09.2009,725,22,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2004,516,17.06.2004,10.09.2004,693,27,75,0,0,0
886189842,STORHØLISETER BEITELAG BA,2005,516,24.06.2005,02.09.2005,742,21,76,0,0,0
886189842,STORHØLISETER BEITELAG BA,2006,516,20.06.2006,09.09.2006,698,35,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2003,516,20.06.2003,06.09.2003,623,13,102,6,0,0
886189842,STORHØLISETER BEITELAG BA,2002,516,07.05.2002,07.09.2002,365,10,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2001,516,13.06.2001,09.09.2001,353,2,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,2000,516,13.06.2000,09.09.2000,383,7,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,1999,516,15.06.1999,06.09.1999,348,8,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,1998,516,,,340,4,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,1997,516,,,342,10,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,1996,516,,,376,8,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,1995,516,,,389,12,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,1994,516,,,403,2,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,1993,516,,,367,3,0,0,0,0
886189842,STORHØLISETER BEITELAG BA,1992,516,,,386,14,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2012,528,29.05.2012,09.09.2012,5249,196,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2008,528,06.06.2008,13.09.2008,5469,309,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2007,528,10.06.2007,01.09.2007,6173,340,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2010,528,04.06.2010,11.09.2010,5605,381,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2011,528,28.05.2011,10.09.2011,5056,281,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2009,528,29.05.2009,05.09.2009,5558,295,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2005,528,20.05.2005,04.09.2005,7388,336,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2006,528,04.06.2006,09.09.2006,6998,342,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2004,528,21.05.2004,04.09.2004,7425,297,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2002,528,01.06.2002,07.09.2002,6760,282,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2001,528,30.05.2001,01.09.2001,6136,251,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2000,528,29.05.2000,02.09.2000,5620,298,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,1999,528,08.06.1999,04.09.1999,5705,227,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,1998,528,,,5983,300,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,1997,528,,,5545,244,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,1996,528,,,5532,210,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,1995,528,,,5185,140,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,1994,528,,,4882,167,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,1993,528,,,4599,106,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,1992,528,,,4368,104,0,0,0,0
885814182,KOLBU SAUBEITELAG BA,2003,528,02.06.2003,10.09.2003,7222,310,0,0,0,0
985808082,ROLTDAL BEITELAG BA,2011,1664,02.07.2011,04.09.2011,0,0,0,0,65,0
985808082,ROLTDAL BEITELAG BA,2012,1664,30.06.2012,02.09.2012,0,0,0,0,64,0
985808082,ROLTDAL BEITELAG BA,2008,1664,28.06.2008,31.08.2008,0,0,0,0,81,0
985808082,ROLTDAL BEITELAG BA,2009,1664,27.06.2009,30.08.2009,0,0,0,0,99,2
985808082,ROLTDAL BEITELAG BA,2010,1664,03.07.2010,29.08.2010,0,0,0,0,53,0
985808082,ROLTDAL BEITELAG BA,2005,1664,03.07.2005,04.09.2005,0,0,0,0,73,0
985808082,ROLTDAL BEITELAG BA,2007,1664,30.06.2007,02.09.2007,0,0,0,0,80,0
985808082,ROLTDAL BEITELAG BA,2006,1664,24.06.2006,03.09.2006,0,0,0,0,73,1
985808082,ROLTDAL BEITELAG BA,2003,1664,21.06.2003,31.08.2003,0,0,0,0,93,0
985808082,ROLTDAL BEITELAG BA,2002,1664,16.06.2002,01.09.2002,0,0,0,0,99,0
985808082,ROLTDAL BEITELAG BA,2001,1664,30.06.2001,02.09.2001,0,0,0,0,84,0
985808082,ROLTDAL BEITELAG BA,2000,1664,09.07.2000,03.09.2000,0,0,0,0,102,0
985808082,ROLTDAL BEITELAG BA,1999,1664,26.06.1999,05.09.1999,0,0,0,0,97,2
985808082,ROLTDAL BEITELAG BA,1998,1664,,,0,0,0,0,135,2
985808082,ROLTDAL BEITELAG BA,1997,1664,,,0,0,0,0,120,0
985808082,ROLTDAL BEITELAG BA,1996,1664,,,0,0,0,0,97,1
985808082,ROLTDAL BEITELAG BA,1995,1664,,,0,0,0,0,119,1
985808082,ROLTDAL BEITELAG BA,1994,1664,,,0,0,0,0,153,3
985808082,ROLTDAL BEITELAG BA,1993,1664,,,0,0,0,0,127,0
985808082,ROLTDAL BEITELAG BA,2004,1664,19.06.2004,05.09.2004,0,0,0,0,102,0
985775850,MOSLET - KULSET BEITELAG SA,2012,1664,08.06.2012,08.09.2012,706,24,0,0,0,0
985775850,MOSLET - KULSET BEITELAG SA,2011,1664,01.06.2011,03.09.2011,731,46,0,0,0,0
985775850,MOSLET - KULSET BEITELAG SA,2008,1664,01.06.2008,05.09.2008,753,88,0,0,0,0
985775850,MOSLET - KULSET BEITELAG SA,2010,1664,06.06.2010,04.09.2010,741,43,0,0,0,0
985775850,MOSLET - KULSET BEITELAG SA,2009,1664,03.06.2009,01.09.2009,774,74,0,0,0,0
985775850,MOSLET - KULSET BEITELAG SA,2005,1664,04.06.2005,10.09.2005,965,60,0,0,30,1
985775850,MOSLET - KULSET BEITELAG SA,2006,1664,05.06.2006,09.09.2006,815,49,0,0,30,0
985775850,MOSLET - KULSET BEITELAG SA,2007,1664,01.06.2007,10.09.2007,786,66,0,0,32,0
985775850,MOSLET - KULSET BEITELAG SA,2003,1664,01.06.2003,06.09.2003,1163,74,0,0,27,0
985775850,MOSLET - KULSET BEITELAG SA,2002,1664,01.06.2002,07.09.2002,1148,52,0,0,32,0
985775850,MOSLET - KULSET BEITELAG SA,2001,1664,04.06.2001,08.09.2001,1191,48,0,0,28,0
985775850,MOSLET - KULSET BEITELAG SA,2000,1664,02.06.2000,09.09.2000,1094,104,0,0,25,0
985775850,MOSLET - KULSET BEITELAG SA,1999,1664,21.05.1999,12.09.1999,1044,22,0,0,23,0
985775850,MOSLET - KULSET BEITELAG SA,1998,1664,,,985,23,0,0,21,0
985775850,MOSLET - KULSET BEITELAG SA,1997,1664,,,956,24,0,0,20,0
985775850,MOSLET - KULSET BEITELAG SA,1996,1664,,,917,37,0,0,17,0
985775850,MOSLET - KULSET BEITELAG SA,1995,1664,,,837,17,4,0,29,1
985775850,MOSLET - KULSET BEITELAG SA,1994,1664,,,845,50,0,0,0,0
985775850,MOSLET - KULSET BEITELAG SA,1993,1664,,,800,22,4,0,0,0
985775850,MOSLET - KULSET BEITELAG SA,1992,1664,,,741,26,0,0,0,0
985775850,MOSLET - KULSET BEITELAG SA,2004,1664,01.06.2004,04.09.2004,1160,64,0,0,27,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2012,522,01.06.2012,10.09.2012,3136,318,0,0,328,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2007,522,12.06.2007,15.09.2007,1621,105,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2008,522,10.06.2008,15.09.2008,1758,113,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2010,522,30.05.2010,10.09.2010,3250,269,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2011,522,01.06.2011,10.09.2011,3150,249,0,0,326,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2009,522,28.05.2009,10.09.2009,1723,127,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2006,522,05.06.2006,20.09.2006,1744,120,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2004,522,01.06.2004,12.09.2004,1476,36,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2005,522,10.06.2005,16.09.2005,1649,60,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2002,522,10.06.2002,07.09.2002,1374,41,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2001,522,10.06.2001,10.09.2001,1320,35,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2000,522,01.06.2000,12.09.2000,1166,41,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,2003,522,04.06.2003,15.09.2003,1415,41,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,1999,522,05.06.1999,12.09.1999,1143,52,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,1998,522,,,1180,42,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,1997,522,,,1053,56,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,1996,522,,,1071,53,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,1995,522,,,932,24,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,1994,522,,,883,18,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,1993,522,,,742,17,0,0,0,0
986222472,SVATSUM OG ESPEDAL BEITELAG BA,1992,522,,,1246,39,0,0,0,0
986208984,RYSSLAND BEITELAG,2004,519,28.05.2004,10.09.2004,531,29,0,0,23,0
986208984,RYSSLAND BEITELAG,2005,519,25.05.2005,10.09.2005,342,15,0,0,21,0
986208984,RYSSLAND BEITELAG,2006,519,25.05.2006,10.09.2006,322,17,0,0,24,0
986208984,RYSSLAND BEITELAG,2002,519,25.05.2002,10.09.2002,544,37,8,0,20,0
986208984,RYSSLAND BEITELAG,2001,519,25.05.2001,08.09.2001,621,43,0,0,25,0
986208984,RYSSLAND BEITELAG,2000,519,25.05.2000,09.09.2000,630,41,0,0,0,0
986208984,RYSSLAND BEITELAG,1999,519,22.05.1999,10.09.1999,680,22,0,0,0,0
986208984,RYSSLAND BEITELAG,1998,519,,,717,55,0,0,0,0
986208984,RYSSLAND BEITELAG,1997,519,,,676,55,0,0,0,0
986208984,RYSSLAND BEITELAG,1996,519,,,689,53,0,0,0,0
986208984,RYSSLAND BEITELAG,1995,519,,,626,25,0,0,0,0
986208984,RYSSLAND BEITELAG,1994,519,,,582,17,0,0,0,0
986208984,RYSSLAND BEITELAG,1993,519,,,525,13,0,0,0,0
986208984,RYSSLAND BEITELAG,2003,519,25.05.2003,10.09.2003,508,36,0,0,21,0
986208984,RYSSLAND BEITELAG,1992,519,,,572,30,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2012,511,09.06.2012,09.09.2012,1572,149,0,0,89,0
976608798,BERGSGRENDA SAUSANKELAG,2009,511,10.06.2009,15.09.2009,2208,194,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2008,511,10.06.2008,12.09.2008,1947,191,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2007,511,10.06.2007,10.09.2007,2312,173,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2011,511,10.06.2011,12.09.2011,1997,243,0,0,63,0
976608798,BERGSGRENDA SAUSANKELAG,2010,511,10.06.2010,12.09.2010,2303,241,50,2,0,0
976608798,BERGSGRENDA SAUSANKELAG,2004,511,10.06.2004,10.09.2004,2643,162,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2005,511,14.06.2005,10.09.2005,2780,279,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2006,511,,,2300,176,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2003,511,10.06.2003,01.09.2003,2407,217,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2002,511,10.06.2002,01.09.2002,2387,281,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,2001,511,10.06.2001,01.09.2001,2191,189,0,0,144,0
976608798,BERGSGRENDA SAUSANKELAG,2000,511,10.06.2000,10.09.2000,2089,187,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,1999,511,10.06.1999,10.09.1999,1833,112,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,1998,511,,,2003,137,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,1997,511,,,1814,123,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,1996,511,,,1757,117,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,1995,511,,,1579,92,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,1994,511,,,1366,50,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,1993,511,,,1219,32,0,0,0,0
976608798,BERGSGRENDA SAUSANKELAG,1992,511,,,1430,60,0,0,0,0
985827915,REDALEN BEITELAG,2012,502,04.06.2012,10.09.2012,1304,38,0,0,296,1
985827915,REDALEN BEITELAG,2009,502,10.06.2009,11.09.2009,1626,69,0,0,156,0
985827915,REDALEN BEITELAG,2007,502,03.06.2007,07.09.2007,1287,40,0,0,181,0
985827915,REDALEN BEITELAG,2011,502,05.06.2011,09.09.2011,1654,59,0,0,182,0
985827915,REDALEN BEITELAG,2010,502,05.06.2010,10.09.2010,1749,54,0,0,178,0
985827915,REDALEN BEITELAG,2008,502,10.06.2008,12.09.2008,1324,48,0,0,141,0
985827915,REDALEN BEITELAG,2005,502,02.06.2005,08.09.2005,1400,35,0,0,116,0
985827915,REDALEN BEITELAG,2006,502,02.06.2006,08.09.2006,1248,42,0,0,169,0
985827915,REDALEN BEITELAG,2004,502,02.06.2004,10.09.2004,1623,66,0,0,136,1
985827915,REDALEN BEITELAG,1993,502,,,0,0,0,0,149,0
985827915,REDALEN BEITELAG,2003,502,07.06.2003,12.09.2003,1576,98,0,0,127,0
985827915,REDALEN BEITELAG,2002,502,01.07.2002,09.09.2002,1579,54,0,0,113,0
985827915,REDALEN BEITELAG,2001,502,10.06.2001,06.09.2001,1415,28,0,0,132,0
985827915,REDALEN BEITELAG,2000,502,05.06.2000,09.09.2000,1016,17,0,0,103,2
