orgnr,komnr,gardsnr,bruksnr,festenr,produsentnummer_8,produsentnummer_10
916478623,1103,3,24,0,11030308,1103030845
991391797,1103,4,10,0,11030156,1103015655
919495529,1103,7,1193,0,11031770,1103177018
989315048,1103,11,2,0,11030019,1103001978
938752648,1103,13,154,0,11030763,1103076327
874773182,1103,14,6,0,11030329,1103032932
969798603,1103,16,11,0,11030344,1103034433
926089161,1103,16,13,0,11030631,1103063135
957826113,1103,16,14,0,11030408,1103040828
930200883,1103,16,30,0,11030629,1103062921
997384091,1103,16,31,0,11030617,1103061790
969444968,1103,16,35,0,11030357,1103035752
869145742,1103,16,36,0,11030358,1103035877
977178703,1103,16,41,0,11030363,1103036396
987518715,1103,16,48,0,11030391,1103039184
984632444,1103,16,52,0,11030371,1103037113
969502771,1103,16,52,0,11030371,1103037154
871183422,1103,16,93,0,11030619,1103061923
870982542,1103,16,99,0,11030385,1103038517
983033563,1103,16,103,0,11030386,1103038616
984790740,1103,16,138,0,11030390,1103039028
961035287,1103,16,281,0,11030773,1103077317
996161021,1103,16,529,0,11030409,1103040943
981699912,1103,17,8,0,11030398,1103039838
977239907,1103,17,230,0,11030405,1103040547
980049515,1103,24,14,0,11030686,1103068613
986344349,1103,24,34,0,11030115,1103011548
930082295,1103,24,36,0,11030117,1103011779
985445079,1103,24,37,0,11030118,1103011860
969798417,1103,24,38,0,11030119,1103011969
997669541,1103,29,1,0,11030078,1103007876
969798352,1103,29,1,0,11030078,1103007819
987672862,1103,29,10,0,11030081,1103008171
976767888,1103,29,18,0,11030083,1103008379
969445042,1103,29,42,0,11030094,1103009450
988861219,1103,29,63,0,11030140,1103014088
897686872,1103,29,121,0,11030101,1103010177
917910448,1103,31,1,0,11030070,1103007041
958777795,1103,31,1,0,11030070,1103007025
971223642,1103,38,1,0,11030413,1103041354
969799219,1103,39,7,0,11030525,1103052526
869502812,1103,39,16,0,11030451,1103045157
870589662,1103,39,26,0,11030473,1103047369
970346376,1103,39,70,0,11030464,1103046460
969163098,1103,39,630,0,11030597,1103059729
914490456,1103,40,9,0,11030811,1103081137
985774668,1103,40,19,0,11030469,1103046999
870370032,1103,40,24,0,11030470,1103047021
930879606,1103,40,24,0,11030470,1103047047
924386584,1103,40,25,0,11030471,1103047161
983342450,1103,40,26,0,11030472,1103047278
955698134,1103,40,33,0,11030670,1103067029
823551142,1103,40,57,0,11030244,1103024434
997711114,1103,40,71,0,11030482,1103048276
924342714,1103,40,73,0,11030483,1103048375
971210265,1103,40,80,0,11030485,1103048573
881430142,1103,40,460,0,11030558,1103055834
987706147,1103,40,1021,0,11030481,1103048169
920183069,1103,40,1086,0,11030738,1103073811
969937654,1103,41,6,0,11030537,1103053763
919384840,1103,41,15,0,11030541,1103054134
969372509,1103,101,1,0,11031036,1103103659
969189941,1103,101,2,0,11031035,1103103550
983086500,1103,101,3,0,11031038,1103103881
982897599,1103,102,1,0,11031042,1103104285
913936647,1103,102,2,0,11030896,1103089635
969190176,1103,102,5,0,11030898,1103089817
989527886,1103,103,1,0,11030888,1103088884
869079952,1103,103,1,0,11030888,1103088868
932936828,1103,103,3,0,11030903,1103090344
932806533,1103,103,7,0,11030890,1103089049
988340502,1103,103,10,0,11030892,1103089296
969085364,1103,103,10,0,11030892,1103089254
986551964,1103,104,1,0,11031040,1103104079
869241792,1103,104,2,0,11030886,1103088637
924376244,1103,104,2,0,11030886,1103088694
969408503,1103,105,1,0,11030901,1103090138
984633092,1103,105,1,0,11030901,1103090153
969814978,1103,105,2,0,11031046,1103104640
919996757,1103,105,3,0,11030902,1103090260
969306468,1103,105,4,0,11030836,1103083661
822107222,1103,105,4,0,11030836,1103083653
924708344,1103,105,20,0,11031221,1103122196
984093020,1103,105,20,0,11031221,1103122162
930487686,1103,106,1,0,11030885,1103088595
911644479,1103,106,3,0,11031044,1103104475
969798719,1103,106,4,0,11030897,1103089759
927368455,1103,106,4,0,11030897,1103089742
970444300,1103,106,6,0,11031045,1103104566
996697495,1103,106,7,0,11030893,1103089346
888666362,1103,106,7,0,11030893,1103089361
969242850,1103,106,8,0,11031075,1103107528
969242680,1103,107,4,0,11030894,1103089452
969579537,1103,108,1,0,11030895,1103089544
969162768,1103,108,2,0,11030884,1103088439
988458287,1103,109,1,0,11031062,1103106249
923884866,1103,109,2,0,11030915,1103091573
869817872,1103,109,3,0,11031050,1103105043
977332087,1103,109,3,0,11031050,1103105092
985205302,1103,109,5,0,11031076,1103107684
976433076,1103,110,1,0,11031090,1103109078
987575255,1103,110,2,0,11031089,1103108971
988466816,1103,110,6,0,11030913,1103091375
969813734,1103,111,1,0,11031088,1103108856
997804848,1103,111,2,0,11031099,1103109961
920206247,1103,111,3,0,11031098,1103109862
926549030,1103,111,4,0,11031100,1103110076
984284195,1103,111,4,0,11031100,1103110043
984802803,1103,112,1,0,11031086,1103108674
992690321,1103,112,3,0,11030912,1103091243
997897390,1103,112,4,0,11031084,1103108450
981179463,1103,112,9,0,11031081,1103108146
995021366,1103,112,11,0,11031082,1103108260
969443635,1103,113,1,0,11030906,1103090617
995588668,1103,113,4,0,11031058,1103105860
926296620,1103,113,5,0,11031057,1103105746
882965422,1103,114,1,5,11031255,1103125512
973192507,1103,114,3,0,11030917,1103091730
969815265,1103,114,10,0,11031289,1103128987
913379438,1103,115,1,0,11030909,1103090955
983745342,1103,115,3,0,11031061,1103106140
994625055,1103,115,4,0,11030914,1103091466
969813866,1103,115,4,0,11030914,1103091458
969306328,1103,115,5,0,11030904,1103090450
984054742,1103,115,6,0,11030908,1103090823
981479874,1103,115,7,0,11031078,1103107858
988483494,1103,115,7,0,11031078,1103107874
969190737,1103,115,8,0,11031077,1103107767
996878880,1103,115,9,0,11030907,1103090765
914369703,1103,115,66,0,11031060,1103106074
991375333,1103,115,151,0,11031298,1103129811
920169767,1103,116,3,0,11031094,1103109466
969241897,1103,116,4,0,11031093,1103109326
969813416,1103,116,5,0,11031092,1103109250
993490644,1103,116,13,0,11031068,1103106868
984917651,1103,117,2,0,11031072,1103107213
969795280,1103,117,3,0,11031091,1103109128
933067823,1103,118,1,0,11030911,1103091169
920156746,1103,118,3,0,11031067,1103106777
979514026,1103,118,4,0,11030905,1103090534
970531653,1103,118,12,0,11031231,1103123111
993019925,1103,119,1,0,11030001,1103000145
970445781,1103,119,2,0,11031059,1103105928
981396103,1103,119,4,0,11031065,1103106553
969190656,1103,119,4,0,11031065,1103106538
969190605,1103,119,5,0,11031228,1103122832
996224236,1103,120,1,0,11030871,1103087175
870560362,1103,120,3,0,11030869,1103086953
924058358,1103,120,5,0,11031032,1103103279
990152985,1103,121,1,0,11030859,1103085971
981647130,1103,121,2,0,11030868,1103086870
981189779,1103,121,2,0,11030868,1103086854
932483149,1103,121,3,0,11030864,1103086417
918374183,1103,121,4,0,11030867,1103086748
982570581,1103,122,1,0,11030875,1103087571
969270080,1103,122,1,0,11030875,1103087530
981505018,1103,122,7,0,11030874,1103087456
970889809,1103,122,8,0,11030854,1103085468
986801405,1103,122,8,0,11030854,1103085484
980435490,1103,123,1,0,11030878,1103087829
977377609,1103,123,2,0,11031037,1103103766
814057372,1103,123,5,0,11031071,1103107197
996607070,1103,124,1,0,11031031,1103103162
932726866,1103,124,1,0,11031031,1103103188
827209902,1103,124,2,0,11030834,1103083448
969081873,1103,124,2,0,11030834,1103083455
992090510,1103,124,3,0,11031027,1103102727
985132291,1103,124,5,0,11030862,1103086268
897089602,1103,125,1,0,11030861,1103086144
916350430,1103,125,2,0,11030853,1103085351
969797216,1103,125,3,0,11030850,1103085021
998605091,1103,125,4,0,11030835,1103083562
932711338,1103,125,5,0,11030880,1103088066
995577712,1103,125,6,0,11030882,1103088249
985425906,1103,125,9,0,11030858,1103085880
969241854,1103,125,14,0,11030852,1103085229
969807637,1103,125,20,0,11030849,1103084941
993518352,1103,125,25,0,11030877,1103087779
990050376,1103,125,26,0,11030857,1103085781
869082732,1103,125,43,0,11030848,1103084826
970238158,1103,126,6,0,11030856,1103085625
927495384,1103,126,6,0,11030856,1103085658
969795043,1103,126,9,0,11030872,1103087233
970255508,1103,127,2,0,11030855,1103085559
995916371,1103,127,14,0,11031034,1103103477
982824559,1103,128,1,0,11030847,1103084727
979994117,1103,129,1,0,11030918,1103091847
970395547,1103,129,2,0,11031187,1103118756
992213906,1103,129,2,0,11031187,1103118798
933427021,1103,129,2,0,11031187,1103118715
969208164,1103,129,3,0,11031012,1103101265
969813696,1103,130,2,0,11030922,1103092217
974375125,1103,131,2,0,11031011,1103101125
977022827,1103,131,6,0,11031010,1103101042
986752692,1103,131,12,0,11031186,1103118673
969270617,1103,131,13,0,11031190,1103119028
982150426,1103,131,14,0,11031185,1103118574
990689369,1103,132,2,0,11030921,1103092134
920619762,1103,132,2,0,11030921,1103092159
922063230,1103,132,4,0,11030920,1103092035
975687279,1103,133,3,0,11030928,1103092829
869408522,1103,133,8,0,11031107,1103110753
990747245,1103,133,8,0,11031107,1103110779
970244808,1103,134,5,0,11030935,1103093553
969813793,1103,134,7,0,11031103,1103110332
969083116,1103,135,1,0,11031115,1103111520
969443058,1103,135,2,0,11031116,1103111652
921022905,1103,135,2,0,11031116,1103111678
990754063,1103,135,5,0,11030940,1103094072
977369398,1103,135,6,0,11031235,1103123533
917238391,1103,136,1,0,11031114,1103111496
969371146,1103,136,3,0,11031229,1103122915
970938370,1103,137,2,0,11031117,1103111777
969084163,1103,137,3,0,11030939,1103093967
921364717,1103,137,58,0,11031316,1103131619
969808757,1103,138,1,0,11030932,1103093223
988933732,1103,140,1,0,11031112,1103111272
930766259,1103,140,2,0,11031111,1103111124
988903086,1103,140,2,0,11031111,1103111181
989147943,1103,140,4,0,11030931,1103093173
986460470,1103,141,1,0,11030951,1103095178
990753997,1103,141,6,0,11031119,1103111975
913111818,1103,141,8,0,11030943,1103094361
928791661,1103,141,9,0,11031118,1103111835
969269929,1103,141,13,0,11030944,1103094437
996311236,1103,141,14,0,11030941,1103094171
969083663,1103,141,15,0,11031124,1103112478
823238002,1103,141,15,0,11031124,1103112486
971053216,1103,141,15,0,11031124,1103112460
985991863,1103,141,71,0,11030945,1103094593
922158061,1103,142,1,0,11031120,1103112072
924275413,1103,142,2,0,11031121,1103112197
992140291,1103,142,3,0,11030947,1103094734
877092232,1103,142,4,0,11030946,1103094627
980387879,1103,142,4,0,11030946,1103094643
987552867,1103,143,1,0,11030950,1103095038
979752407,1103,143,3,0,11030949,1103094981
918366695,1103,143,4,0,11031123,1103112379
970244832,1103,144,1,0,11031162,1103116263
923477764,1103,144,5,0,11030843,1103084321
969504030,1103,144,6,0,11031153,1103115398
969817632,1103,145,1,0,11030980,1103098024
969190494,1103,145,3,0,11031157,1103115752
969372762,1103,147,1,0,11030979,1103097968
969208083,1103,148,3,0,11031158,1103115851
971652373,1103,149,1,0,11031161,1103116164
970444211,1103,150,1,0,11030954,1103095426
981500237,1103,150,9,0,11031129,1103112957
969409313,1103,150,11,0,11031304,1103130447
982222702,1103,151,1,0,11031130,1103113039
984024320,1103,152,1,0,11030952,1103095269
953386828,1103,152,8,0,11030955,1103095590
914956129,1103,153,1,0,11030953,1103095376
871186502,1103,154,1,0,11030964,1103096457
969083272,1103,154,2,0,11031141,1103114128
972422673,1103,155,1,0,11030962,1103096234
969443023,1103,156,1,0,11030972,1103097257
983994180,1103,158,1,0,11030971,1103097158
969504561,1103,160,1,0,11031014,1103101455
997244087,1103,160,2,0,11031019,1103101984
822990452,1103,160,3,0,11031018,1103101877
920043941,1103,160,5,0,11031263,1103126320
969085852,1103,160,6,0,11031015,1103101562
997984498,1103,160,17,0,11031225,1103122535
969307693,1103,160,17,0,11031225,1103122543
995660652,1103,161,12,0,11031195,1103119580
926144944,1103,162,1,0,11030967,1103096762
926382497,1103,163,1,0,11030970,1103097067
991488251,1103,163,19,0,11030969,1103096960
986504559,1103,164,1,0,11031149,1103114961
989579843,1103,164,6,0,11031144,1103114425
985273162,1103,164,11,0,11031147,1103114730
970360697,1103,164,13,0,11030974,1103097422
979867549,1103,164,13,0,11030974,1103097471
920159613,1103,164,13,0,11030974,1103097455
969408848,1103,164,69,0,11031152,1103115232
913423739,1103,166,4,0,11031208,1103120844
998346797,1103,166,5,0,11031215,1103121560
970920390,1103,166,6,0,11031022,1103102255
916261977,1103,167,1,0,11031024,1103102446
987107073,1103,167,2,0,11031204,1103120489
918839259,1103,167,61,0,11031302,1103130215
929659457,1103,169,1,0,11031021,1103102149
912993221,1103,170,1,0,11030842,1103084230
828425102,1103,170,1,0,11030842,1103084255
869241482,1103,170,1,0,11030842,1103084248
982351642,1103,170,3,0,11031133,1103113377
992664762,1103,171,1,0,11030957,1103095798
969813335,1103,171,2,0,11030956,1103095616
984467702,1103,171,4,0,11031135,1103113567
877460452,1103,174,1,0,11031171,1103117154
929379861,1103,175,2,0,11031169,1103116982
998892511,1103,176,1,0,11030977,1103097752
987656786,1103,177,3,0,11030976,1103097661
912294978,1103,178,3,0,11031174,1103117410
885251072,1103,178,3,0,11031174,1103117485
969498502,1103,179,1,0,11031173,1103117311
927009862,1103,180,1,0,11031166,1103116669
985832145,1103,180,2,0,11030975,1103097554
985872163,1103,180,6,0,11031165,1103116586
917960356,1103,180,7,0,11031164,1103116487
969370514,1103,181,1,0,11031004,1103100457
969081644,1103,181,2,0,11031005,1103100531
969081776,1103,181,3,0,11031006,1103100663
983168620,1103,181,6,0,11031007,1103100747
952433679,1103,182,2,0,11031218,1103121826
955313860,1103,182,4,0,11031217,1103121750
969814250,1103,183,1,0,11031025,1103102529
920977499,1103,184,1,0,11030991,1103099162
969082845,1103,184,4,0,11030990,1103099022
927788527,1103,185,1,0,11030987,1103098792
970387463,1103,185,2,0,11030997,1103099758
969162784,1103,185,4,0,11030983,1103098362
997861396,1103,186,1,0,11031001,1103100168
969080370,1103,186,9,0,11031000,1103100028
980011097,1103,186,11,0,11031177,1103117725
918818081,1103,187,1,0,11030996,1103099642
969372975,1103,187,1,0,11030996,1103099618
986377972,1103,187,3,0,11031296,1103129654
969190524,1103,187,4,0,11031003,1103100366
969270498,1103,187,5,0,11030986,1103098669
989493728,1103,187,5,0,11030986,1103098644
922588880,1103,187,6,0,11030995,1103099543
997650182,1103,187,8,0,11030994,1103099428
930287660,1103,187,9,0,11030993,1103099378
930585610,1103,187,12,0,11030985,1103098511
971069058,1103,201,2,0,11031406,1103140636
916491328,1103,201,5,0,11031420,1103142046
871185522,1103,202,2,0,11031405,1103140560
992180560,1103,203,1,0,11031400,1103140032
914143586,1103,203,2,0,11031416,1103141667
976041534,1103,203,3,0,11031402,1103140271
981442237,1103,203,5,0,11031417,1103141774
984136366,1103,203,6,0,11031610,1103161079
992200650,1103,203,13,0,11031399,1103139935
914506395,1103,204,2,0,11031419,1103141980
990690529,1103,204,3,0,11031413,1103141378
831983612,1103,204,3,0,11031413,1103141394
984128479,1103,204,5,0,11031415,1103141535
979564775,1103,205,1,0,11031323,1103132328
923795642,1103,205,7,0,11031397,1103139778
971023740,1103,208,1,0,11031410,1103141089
969080001,1103,209,1,0,11031411,1103141147
975815668,1103,209,2,0,11031412,1103141220
977195233,1103,210,2,0,11031401,1103140131
932371367,1103,210,3,0,11031324,1103132492
992495944,1103,210,3,0,11031324,1103132484
975378810,1103,211,1,0,11031407,1103140768
986331700,1103,211,1,0,11031407,1103140719
932934973,1103,211,1,0,11031407,1103140792
969795817,1103,211,3,0,11031418,1103141824
986173323,1103,211,10,0,11031645,1103164511
993232009,1103,212,1,0,11031408,1103140867
911560992,1103,212,2,0,11031423,1103142368
969799170,1103,212,4,0,11031421,1103142137
985841829,1103,214,1,0,11031523,1103152359
979564821,1103,215,1,0,11031514,1103151476
993823074,1103,215,2,0,11031335,1103133581
928550346,1103,215,4,0,11031502,1103150247
969307049,1103,215,9,0,11031364,1103136451
825953132,1103,216,2,0,11031341,1103134134
929627687,1103,216,4,0,11031510,1103151088
